,future_ret_30,future_ret_30,future_ret_30,future_ret_60,future_ret_60,future_ret_60,future_ret_120,future_ret_120,future_ret_120
,mean,std,count,mean,std,count,mean,std,count
state_dsssm_2,,,,,,,,,
0,5.1926735858787347e-05,0.0027177386871960244,194276,7.919891425802964e-05,0.003703736873317155,180988,0.00010053000446456204,0.005053629627432427,154480
1,-1.4138168488538628e-06,0.002461673109727109,331710,9.140295079503501e-06,0.003410729767108746,301408,4.4298711990539085e-05,0.004698455528509532,240736
