model,states,selected_key,usage,effective_regimes,switch_rate,transition_diag,avg_transition_diag,median_segments,mean_segments,p75_segments,p90_segments,max_segments,one_state_share,invest_state,avg_daily_regime_return,avg_daily_buy_hold_return,diagnostic_sharpe_regime,diagnostic_sharpe_buy_hold,annualized_diagnostic_sharpe_regime,annualized_diagnostic_sharpe_buy_hold
Mixture-VAE 2-state,2,"(10.0, 10.0, 20.0, 0.7, 5.0)",[0.490051 0.509949],1.999604048433601,0.02421515167557838,[0.976592 0.975009],0.9758006304694284,10.0,10.443909153475568,13.0,15.0,22,0.0,0,0.0035727985042332783,0.0004973437920507197,0.5352014200717321,0.03730048508055082,8.496059153030496,0.5921268438312752
