model,states,selected_key,usage,effective_regimes,switch_rate,transition_diag,avg_transition_diag,median_segments,mean_segments,p75_segments,p90_segments,max_segments,one_state_share,invest_state,avg_daily_regime_return,avg_daily_buy_hold_return,diagnostic_sharpe_regime,diagnostic_sharpe_buy_hold,annualized_diagnostic_sharpe_regime,annualized_diagnostic_sharpe_buy_hold
DSSSM 2-state,2,"(2, 2, 16, 5.0, 0.001)",[0.363472 0.636528],1.9258933331813866,0.02141634460973759,[0.968442 0.984372],0.9764068726765724,9.0,9.35237439779766,12.0,15.0,28,0.0,0,0.004259490174149709,0.0004973437920507197,0.4063668297687056,0.03730048508055082,6.450873435802285,0.5921268438312752
