,future_ret_30,future_ret_30,future_ret_30,future_ret_60,future_ret_60,future_ret_60,future_ret_120,future_ret_120,future_ret_120
,mean,std,count,mean,std,count,mean,std,count
state_mvae_2,,,,,,,,,
0,5.121265306339033e-05,0.00242240463227694,257448,9.379828570820168e-05,0.0033649650621107967,234447,0.0001098362449131268,0.004675352066153071,187919
1,-1.3277278288716156e-05,0.0026837409580520513,268538,-1.97690474104574e-05,0.003666588792045215,247949,2.6791765011602133e-05,0.004985091508254483,207297
